pc_reads_total	n_reads_clade	n_reads_direct	n_minimizers_total	n_minimizers_distinct	rank	taxid	name	sample
0	20	20	164	155	S	261284	Cyanobium sp. NS01	AP-DNA-2
0	47	0	283	261	S	59930	Cyanobium gracile	AP-DNA-2
0	47	47	283	261	S1	292564	Cyanobium gracile PCC 6307	AP-DNA-2
0	26	8	287	235	G	1218	Prochlorococcus	AP-DNA-2
0	15	1	207	179	S	1219	Prochlorococcus marinus	AP-DNA-2
0	4	4	14	13	S1	74547	Prochlorococcus marinus str. MIT 9313	AP-DNA-2
0	3	3	17	15	S1	93059	Prochlorococcus marinus str. MIT 9211	AP-DNA-2
0	2	2	14	13	S1	167546	Prochlorococcus marinus str. MIT 9301	AP-DNA-2
0	1	1	8	8	S1	59920	Prochlorococcus marinus str. NATL2A	AP-DNA-2
0	1	1	12	10	S1	59922	Prochlorococcus marinus str. MIT 9303	AP-DNA-2
0	1	1	18	15	S1	93060	Prochlorococcus marinus str. MIT 9215	AP-DNA-2
0	1	1	19	15	S1	167542	Prochlorococcus marinus str. MIT 9515	AP-DNA-2
0	1	1	13	6	S1	167555	Prochlorococcus marinus str. NATL1A	AP-DNA-2
0	3	1	37	31	G1	2627481	unclassified Prochlorococcus	AP-DNA-2
0	1	1	9	9	S	1501268	Prochlorococcus sp. MIT 0604	AP-DNA-2
0	1	1	10	10	S	1501269	Prochlorococcus sp. MIT 0801	AP-DNA-2
0	8	0	59	58	G	2881427	Parasynechococcus	AP-DNA-2
0	8	0	59	58	S	2881428	Parasynechococcus marenigrum	AP-DNA-2
0	8	8	59	58	S1	84588	Parasynechococcus marenigrum WH 8102	AP-DNA-2
0	53	0	252	242	F	1890431	Chamaesiphonaceae	AP-DNA-2
0	53	0	252	242	G	217161	Chamaesiphon	AP-DNA-2
0	53	0	252	242	S	1173032	Chamaesiphon minutus	AP-DNA-2
0	53	53	252	242	S1	1173020	Chamaesiphon minutus PCC 6605	AP-DNA-2
0	19	0	149	137	F	1890428	Merismopediaceae	AP-DNA-2
0	19	0	149	137	G	1142	Synechocystis	AP-DNA-2
0	19	12	149	137	G1	2640012	unclassified Synechocystis	AP-DNA-2
0	4	4	44	41	S	1147	Synechocystis sp. PCC 6714	AP-DNA-2
0	3	3	16	16	S	1933929	Synechocystis sp. CACIAM 05	AP-DNA-2
0	17	0	171	140	F	1890429	Acaryochloridaceae	AP-DNA-2
0	17	3	171	140	G	155977	Acaryochloris	AP-DNA-2
0	10	6	98	84	S	155978	Acaryochloris marina	AP-DNA-2
0	3	3	19	11	S1	329726	Acaryochloris marina MBIC11017	AP-DNA-2
0	1	1	17	17	S1	2762553	Acaryochloris marina S15	AP-DNA-2
0	4	0	14	14	G1	2631661	unclassified Acaryochloris	AP-DNA-2
0	4	4	14	14	S	2740837	Acaryochloris sp. 'Moss Beach'	AP-DNA-2
0	373	0	1818	1682	O	1890505	Chroococcidiopsidales	AP-DNA-2
0	373	0	1818	1682	F	1890528	Chroococcidiopsidaceae	AP-DNA-2
0	373	96	1818	1682	G	54298	Chroococcidiopsis	AP-DNA-2
0	264	1	1208	1124	G1	2646205	unclassified Chroococcidiopsis	AP-DNA-2
0	243	243	1124	1042	S	155894	Chroococcidiopsis sp. CCMEE 29	AP-DNA-2
0	20	20	83	81	S	2653189	Chroococcidiopsis sp. CCNUC1	AP-DNA-2
0	13	0	68	65	S	54299	Chroococcidiopsis thermalis	AP-DNA-2
0	13	13	68	65	S1	251229	Chroococcidiopsis thermalis PCC 7203	AP-DNA-2
0	370	1	2029	1846	O	2881377	Pseudanabaenales	AP-DNA-2
0	290	1	1487	1378	F	1890438	Leptolyngbyaceae	AP-DNA-2
0	223	3	1123	1054	G	47251	Leptolyngbya	AP-DNA-2
0	152	1	748	695	G1	2650499	unclassified Leptolyngbya	AP-DNA-2
0	67	67	309	279	S	2812896	Leptolyngbya sp. 7M	AP-DNA-2
0	49	49	237	229	S	1752064	Leptolyngbya sp. NIES-3755	AP-DNA-2
0	23	23	106	95	S	1115757	Leptolyngbya sp. BL0902	AP-DNA-2
0	9	9	53	50	S	2016064	Leptolyngbya sp. PKUAC-SCTB231	AP-DNA-2
0	3	3	43	42	S	111781	Leptolyngbya sp. PCC 7376	AP-DNA-2
0	68	68	364	348	S	1184	Leptolyngbya boryana	AP-DNA-2
0	32	0	166	143	G	1874526	Kovacikia	AP-DNA-2
0	32	0	166	143	S	2931930	Kovacikia minuta	AP-DNA-2
0	32	32	166	143	S1	2653194	Kovacikia minuta CCNUW1	AP-DNA-2
0	21	0	89	77	G	2917830	Leptothermofonsia	AP-DNA-2
0	21	0	89	77	S	2917832	Leptothermofonsia sichuanensis	AP-DNA-2
0	21	21	89	77	S1	2016068	Leptothermofonsia sichuanensis PKUAC-SCTE412	AP-DNA-2
0	13	0	101	96	G	2664261	Leptodesmis	AP-DNA-2
0	13	0	101	96	S	2906798	Leptodesmis sichuanensis	AP-DNA-2
0	13	13	101	96	S1	2835870	Leptodesmis sichuanensis PKUAC-SCTA121	AP-DNA-2
0	26	0	141	116	F	1890436	Pseudanabaenaceae	AP-DNA-2
0	26	0	141	116	G	1152	Pseudanabaena	AP-DNA-2
0	26	0	141	116	G1	2593292	unclassified Pseudanabaena	AP-DNA-2
0	16	16	74	60	S	685565	Pseudanabaena sp. ABRG5-3	AP-DNA-2
0	10	10	67	56	S	82654	Pseudanabaena sp. PCC 7367	AP-DNA-2
0	23	0	161	139	F	2881378	Thermosynechococcaceae	AP-DNA-2
0	23	2	161	139	G	146785	Thermosynechococcus	AP-DNA-2
0	12	5	93	85	G1	2622553	unclassified Thermosynechococcus	AP-DNA-2
0	3	3	21	20	S	1394889	Thermosynechococcus sp. NK55a	AP-DNA-2
0	2	2	24	23	S	2933959	Thermosynechococcus sp. HN-54	AP-DNA-2
0	1	1	14	11	S	2583530	Thermosynechococcus sp. CL-1	AP-DNA-2
0	1	1	15	15	S	2813673	Thermosynechococcus sp. TA-1	AP-DNA-2
0	9	0	49	35	S	146786	Thermosynechococcus vestitus	AP-DNA-2
0	5	5	16	15	S1	197221	Thermosynechococcus vestitus BP-1	AP-DNA-2
0	4	4	33	20	S1	2016101	Thermosynechococcus elongatus PKUAC-SCTE542	AP-DNA-2
0	20	0	154	134	F	2303507	Oculatellaceae	AP-DNA-2
0	20	20	154	134	G	2303528	Thermoleptolyngbya	AP-DNA-2
0	10	0	76	69	F	2303730	Prochlorotrichaceae	AP-DNA-2
0	10	0	76	69	G	170610	Halomicronema	AP-DNA-2
0	10	0	76	69	S	1209493	Halomicronema hongdechloris	AP-DNA-2
0	10	10	76	69	S1	1641165	Halomicronema hongdechloris C2206	AP-DNA-2
0	115	0	702	647	C	307596	Gloeobacteria	AP-DNA-2
0	115	0	702	647	O	307595	Gloeobacterales	AP-DNA-2
0	115	0	702	647	F	1890422	Gloeobacteraceae	AP-DNA-2
0	100	21	639	590	G	33071	Gloeobacter	AP-DNA-2
0	39	0	210	187	S	1416614	Gloeobacter kilaueensis	AP-DNA-2
0	39	39	210	187	S1	1183438	Gloeobacter kilaueensis JS1	AP-DNA-2
0	23	0	155	144	S	2907343	Gloeobacter morelensis	AP-DNA-2
0	23	23	155	144	S1	2781736	Gloeobacter morelensis MG652769	AP-DNA-2
0	17	0	146	139	S	33072	Gloeobacter violaceus	AP-DNA-2
0	17	17	146	139	S1	251221	Gloeobacter violaceus PCC 7421	AP-DNA-2
0	15	0	62	56	G	2857076	Anthocerotibacter	AP-DNA-2
0	15	0	62	56	S	2857077	Anthocerotibacter panamensis	AP-DNA-2
0	15	15	62	56	S1	2778476	Anthocerotibacter panamensis C109	AP-DNA-2
0	33	0	334	249	O	52604	Pleurocapsales	AP-DNA-2
0	23	0	250	174	F	1890498	Dermocarpellaceae	AP-DNA-2
0	23	1	250	174	G	102115	Stanieria	AP-DNA-2
0	11	0	91	82	S	102116	Stanieria cyanosphaera	AP-DNA-2
0	11	11	91	82	S1	111780	Stanieria cyanosphaera PCC 7437	AP-DNA-2
0	11	0	123	66	G1	2642663	unclassified Stanieria	AP-DNA-2
0	11	11	123	66	S	1807358	Stanieria sp. NIES-3757	AP-DNA-2
0	10	0	84	75	F	1890500	Hyellaceae	AP-DNA-2
0	10	0	84	75	G	44474	Pleurocapsa	AP-DNA-2
0	10	0	84	75	G1	2645907	unclassified Pleurocapsa	AP-DNA-2
0	10	10	84	75	S	118163	Pleurocapsa sp. PCC 7327	AP-DNA-2
0	8	1	94	86	P1	1983111	unclassified Cyanobacteria	AP-DNA-2
0	5	0	45	42	S	718217	cyanobacterium endosymbiont of Epithemia turgida	AP-DNA-2
0	5	5	45	42	S1	1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	AP-DNA-2
0	2	2	46	41	S	1763363	cyanobacterium endosymbiont of Rhopalodia gibberula	AP-DNA-2
0	8	0	35	32	O	2881383	Thermostichales	AP-DNA-2
0	8	0	35	32	F	2881384	Thermostichaceae	AP-DNA-2
0	8	0	35	32	G	2881385	Thermostichus	AP-DNA-2
0	8	0	35	32	S	33070	Thermostichus lividus	AP-DNA-2
0	8	8	35	32	S1	1917166	Thermostichus lividus PCC 6715	AP-DNA-2
0	7	0	32	29	O	1955042	Gloeomargaritales	AP-DNA-2
0	7	0	32	29	F	1955043	Gloeomargaritaceae	AP-DNA-2
0	7	0	32	29	G	1188227	Gloeomargarita	AP-DNA-2
0	7	0	32	29	S	1188228	Gloeomargarita lithophora	AP-DNA-2
0	7	7	32	29	S1	1188229	Gloeomargarita lithophora Alchichica-D10	AP-DNA-2
0.02	5835	0	31255	29581	P	1297	Deinococcus-Thermus	AP-DNA-2
0.02	5835	33	31255	29581	C	188787	Deinococci	AP-DNA-2
0.01	4807	0	24475	23206	O	118964	Deinococcales	AP-DNA-2
0.01	4807	0	24475	23206	F	183710	Deinococcaceae	AP-DNA-2
0.01	4807	663	24475	23206	G	1298	Deinococcus	AP-DNA-2
0	861	20	3529	3347	G1	2623546	unclassified Deinococcus	AP-DNA-2
0	346	346	1281	1205	S	2080419	Deinococcus sp. NW-56	AP-DNA-2
0	176	176	686	664	S	2939437	Deinococcus sp. QL22	AP-DNA-2
0	135	135	573	539	S	2652443	Deinococcus sp. AJ005	AP-DNA-2
0	101	101	485	459	S	2917691	Deinococcus sp. KNUC1210	AP-DNA-2
0	83	83	436	413	S	2737050	Deinococcus sp. TS-293	AP-DNA-2
0	631	631	3261	3131	S	57497	Deinococcus radiopugnans	AP-DNA-2
0	463	463	1654	1572	S	200252	Deinococcus aetherius	AP-DNA-2
0	362	362	1943	1901	S	317577	Deinococcus ficus	AP-DNA-2
0	272	0	1221	1169	S	502394	Deinococcus gobiensis	AP-DNA-2
0	272	272	1221	1169	S1	745776	Deinococcus gobiensis I-0	AP-DNA-2
0	265	199	1385	1311	S	980427	Deinococcus wulumuqiensis	AP-DNA-2
0	66	66	269	258	S1	1288484	Deinococcus wulumuqiensis R12	AP-DNA-2
0	241	241	964	914	S	1211322	Deinococcus metallilatus	AP-DNA-2
0	157	157	799	758	S	1768108	Deinococcus actinosclerus	AP-DNA-2
0	117	117	498	482	S	1182568	Deinococcus puniceus	AP-DNA-2
0	116	116	591	560	S	1299	Deinococcus radiodurans	AP-DNA-2
0	106	106	479	444	S	2202254	Deinococcus irradiatisoli	AP-DNA-2
0	102	0	460	434	S	68909	Deinococcus geothermalis	AP-DNA-2
0	102	102	460	434	S1	319795	Deinococcus geothermalis DSM 11300	AP-DNA-2
0	88	88	385	369	S	1309411	Deinococcus soli (ex Cha et al. 2016)	AP-DNA-2
0	75	0	256	235	S	310783	Deinococcus deserti	AP-DNA-2
0	75	75	256	235	S1	546414	Deinococcus deserti VCD115	AP-DNA-2
0	68	0	412	380	S	309887	Deinococcus maricopensis	AP-DNA-2
0	68	68	412	380	S1	709986	Deinococcus maricopensis DSM 21211	AP-DNA-2
0	58	0	230	219	S	55148	Deinococcus proteolyticus	AP-DNA-2
0	58	58	230	219	S1	693977	Deinococcus proteolyticus MRP	AP-DNA-2
0	52	52	249	236	S	1889240	Deinococcus rubellus	AP-DNA-2
0	49	0	255	234	S	432329	Deinococcus peraridilitoris	AP-DNA-2
0	49	49	255	234	S1	937777	Deinococcus peraridilitoris DSM 19664	AP-DNA-2
0	34	34	196	191	S	2489213	Deinococcus psychrotolerans	AP-DNA-2
0	27	27	200	194	S	32062	Deinococcus radiophilus	AP-DNA-2
0	841	0	5832	5531	O	68933	Thermales	AP-DNA-2
0	841	13	5832	5531	F	188786	Thermaceae	AP-DNA-2
0	619	205	4598	4404	G	270	Thermus	AP-DNA-2
0	237	207	1027	991	S	274	Thermus thermophilus	AP-DNA-2
0	17	17	58	58	S1	762633	Thermus thermophilus SG0.5JP17-16	AP-DNA-2
0	13	13	29	28	S1	798128	Thermus thermophilus JL-18	AP-DNA-2
0	62	3	304	273	G1	2619321	unclassified Thermus	AP-DNA-2
0	35	35	168	146	S	2918899	Thermus sp. NEB1569	AP-DNA-2
0	19	19	89	83	S	1111069	Thermus sp. CCB_US3_UF1	AP-DNA-2
0	4	4	29	27	S	2849039	Thermus sp. PS18	AP-DNA-2
0	1	1	4	4	S	1312524	Thermus sp. WG	AP-DNA-2
0	38	38	161	156	S	456163	Thermus parvatiensis	AP-DNA-2
0	23	23	110	105	S	56956	Thermus brockianus	AP-DNA-2
0	22	0	87	77	S	56957	Thermus oshimai	AP-DNA-2
0	22	22	87	77	S1	751945	Thermus oshimai JL-2	AP-DNA-2
0	17	0	96	92	S	271	Thermus aquaticus	AP-DNA-2
0	17	17	94	90	S1	498848	Thermus aquaticus Y51MC23	AP-DNA-2
0	10	0	69	69	S	37636	Thermus scotoductus	AP-DNA-2
0	10	10	69	69	S1	743525	Thermus scotoductus SA-01	AP-DNA-2
0	5	5	41	41	S	2483360	Thermus caldilimi	AP-DNA-2
0	92	12	521	485	G	65551	Meiothermus	AP-DNA-2
0	37	0	188	179	S	52022	Meiothermus silvanus	AP-DNA-2
0	37	37	188	179	S1	526227	Meiothermus silvanus DSM 9946	AP-DNA-2
0	26	0	152	139	S	172827	Meiothermus taiwanensis	AP-DNA-2
0	26	26	152	139	S1	1339250	Meiothermus taiwanensis WR-220	AP-DNA-2
0	17	0	103	96	S	277	Meiothermus ruber	AP-DNA-2
0	17	17	103	96	S1	504728	Meiothermus ruber DSM 1279	AP-DNA-2
0	84	0	417	376	G	208447	Oceanithermus	AP-DNA-2
0	84	0	417	376	S	187137	Oceanithermus profundus	AP-DNA-2
0	84	84	417	376	S1	670487	Oceanithermus profundus DSM 14977	AP-DNA-2
0	33	0	227	201	G	186191	Marinithermus	AP-DNA-2
0	33	0	227	201	S	186192	Marinithermus hydrothermalis	AP-DNA-2
0	33	33	227	201	S1	869210	Marinithermus hydrothermalis DSM 14884	AP-DNA-2
0	154	0	769	690	O	2762275	Trueperales	AP-DNA-2
0	154	0	769	690	F	332247	Trueperaceae	AP-DNA-2
0	154	0	769	690	G	332248	Truepera	AP-DNA-2
0	154	0	769	690	S	332249	Truepera radiovictrix	AP-DNA-2
0	154	154	769	690	S1	649638	Truepera radiovictrix DSM 17093	AP-DNA-2
0	828	2	6879	6283	P	544448	Tenericutes	AP-DNA-2
0	797	6	6511	5951	C	31969	Mollicutes	AP-DNA-2
0	677	0	5440	5010	O	2085	Mycoplasmatales	AP-DNA-2
0	677	8	5440	5010	F	2092	Mycoplasmataceae	AP-DNA-2
0	580	4	4523	4158	G	2767358	Mycoplasmopsis	AP-DNA-2
0	543	374	3966	3670	S	171284	Mycoplasmopsis cynos	AP-DNA-2
0	169	169	480	453	S1	1246955	Mycoplasmopsis cynos C142	AP-DNA-2
0	11	11	86	77	S	29555	Mycoplasmopsis canis	AP-DNA-2
0	4	4	25	12	S	53558	Mycoplasmopsis edwardii	AP-DNA-2
0	4	4	25	20	S	33923	Mycoplasmopsis felis	AP-DNA-2
0	2	2	13	13	S	2110	Mycoplasmopsis agalactiae	AP-DNA-2
0	2	2	19	18	S	2094	Mycoplasmopsis arginini	AP-DNA-2
0	2	2	37	35	S	28903	Mycoplasmopsis bovis	AP-DNA-2
0	2	2	21	19	S	29553	Mycoplasmopsis bovirhinis	AP-DNA-2
0	1	1	12	11	S	171285	Mycoplasmopsis glycophila	AP-DNA-2
0	1	1	9	8	S	142650	Mycoplasmopsis phocirhinis	AP-DNA-2
0	1	1	10	10	S	29561	Mycoplasmopsis meleagridis	AP-DNA-2
0	1	1	13	13	S	171279	Mycoplasmopsis anatis	AP-DNA-2
0	1	1	16	15	S	171281	Mycoplasmopsis citelli	AP-DNA-2
0	1	1	17	17	S	2112	Mycoplasmopsis bovigenitalium	AP-DNA-2
0	38	2	483	446	G	2093	Mycoplasma	AP-DNA-2
0	16	1	143	137	G1	2683645	unclassified Mycoplasma	AP-DNA-2
0	4	4	16	15	S	754514	Mycoplasma sp. Mirounga ES2805-ORL	AP-DNA-2
0	4	4	14	12	S	1749074	Mycoplasma sp. (ex Biomphalaria glabrata)	AP-DNA-2
0	2	2	15	13	S	640330	Mycoplasma sp. Pen4	AP-DNA-2
0	2	2	14	14	S	2683967	Mycoplasma sp. NEAQ87857	AP-DNA-2
0	1	1	6	5	S	353851	Mycoplasma sp. Ms02	AP-DNA-2
0	1	1	4	4	S	2967301	Mycoplasma sp. 2045	AP-DNA-2
0	1	1	12	12	S	2967302	Mycoplasma sp. 1018B	AP-DNA-2
0	3	3	16	15	S	754515	Mycoplasma miroungigenitalium	AP-DNA-2
0	3	0	93	86	G1	656088	Mycoplasma mycoides group	AP-DNA-2
0	3	0	51	48	S	2102	Mycoplasma mycoides	AP-DNA-2
0	3	3	44	41	S1	40477	Mycoplasma mycoides subsp. capri	AP-DNA-2
0	2	0	9	9	S	984991	Mycoplasma parvum	AP-DNA-2
0	2	2	9	9	S1	1403316	Mycoplasma parvum str. Indiana	AP-DNA-2
0	2	2	32	30	S	519450	Mycoplasma anserisalpingitidis	AP-DNA-2
0	1	0	3	3	S	29501	Mycoplasma haemofelis	AP-DNA-2
0	1	1	3	3	S1	941640	Mycoplasma haemofelis str. Langford 1	AP-DNA-2
0	1	1	5	5	S	2726117	Mycoplasma phocoeninasale	AP-DNA-2
0	1	1	8	7	S	1612150	Mycoplasma tullyi	AP-DNA-2
0	1	1	9	7	S	754517	Mycoplasma phocoenae	AP-DNA-2
0	1	1	9	9	S	547987	Mycoplasma tauri	AP-DNA-2
0	1	1	16	15	S	538220	Mycoplasma struthionis	AP-DNA-2
0	1	1	11	11	S	292461	Mycoplasma iguanae	AP-DNA-2
0	1	0	4	4	S	171632	Mycoplasma ovis	AP-DNA-2
0	1	1	4	4	S1	1415773	Mycoplasma ovis str. Michigan	AP-DNA-2
0	1	0	10	10	S	51365	Mycoplasma yeatsii	AP-DNA-2
0	1	1	10	10	S1	743967	Mycoplasma yeatsii GM274B	AP-DNA-2
0	1	1	8	6	S	2123	Mycoplasma putrefaciens	AP-DNA-2
0	20	2	179	177	G	2129	Ureaplasma	AP-DNA-2
0	17	17	105	105	S	134821	Ureaplasma parvum	AP-DNA-2
0	1	1	15	14	S	2130	Ureaplasma urealyticum	AP-DNA-2
0	17	4	147	129	G	2923352	Mesomycoplasma	AP-DNA-2
0	3	2	14	13	S	2099	Mesomycoplasma hyopneumoniae	AP-DNA-2
0	1	1	1	1	S1	262722	Mycoplasma hyopneumoniae 7448	AP-DNA-2
0	2	2	10	9	S	2120	Mesomycoplasma neurolyticum	AP-DNA-2
0	2	2	16	16	S	29562	Mesomycoplasma ovipneumoniae	AP-DNA-2
0	2	0	14	13	S	45362	Mesomycoplasma bovoculi	AP-DNA-2
0	2	2	14	13	S1	743966	Mesomycoplasma bovoculi M165/69	AP-DNA-2
0	1	1	17	13	S	2100	Mesomycoplasma hyorhinis	AP-DNA-2
0	1	0	13	13	S	2118	Mesomycoplasma mobile	AP-DNA-2
0	1	1	13	13	S1	267748	Mycoplasma mobile 163K	AP-DNA-2
0	1	1	18	13	S	86660	Mesomycoplasma dispar	AP-DNA-2
0	1	1	15	15	S	171288	Mesomycoplasma molare	AP-DNA-2
0	14	0	63	56	G	295595	Candidatus Hepatoplasma	AP-DNA-2
0	14	0	63	56	S	295596	Candidatus Hepatoplasma crinochetorum	AP-DNA-2
0	14	14	63	56	S1	1427984	Candidatus Hepatoplasma crinochetorum Av	AP-DNA-2
0	79	1	792	690	O	186328	Entomoplasmatales	AP-DNA-2
0	65	0	611	538	F	2131	Spiroplasmataceae	AP-DNA-2
0	65	6	611	538	G	2132	Spiroplasma	AP-DNA-2
0	16	1	105	100	G1	2637901	unclassified Spiroplasma	AP-DNA-2
0	12	12	67	66	S	2792084	Spiroplasma endosymbiont of 'Nebria riversi'	AP-DNA-2
0	2	2	9	9	S	216964	Spiroplasma sp. BIUS-1	AP-DNA-2
0	1	1	8	6	S	2886375	Spiroplasma endosymbiont of Phyllotreta cruciferae	AP-DNA-2
0	7	0	16	10	S	216936	Spiroplasma diminutum	AP-DNA-2
0	7	7	16	10	S1	1276221	Spiroplasma diminutum CUAS-1	AP-DNA-2
0	6	6	31	29	S	2138	Spiroplasma poulsonii	AP-DNA-2
0	4	0	12	12	S	301585	Spiroplasma platyhelix	AP-DNA-2
0	4	4	12	12	S1	1276218	Spiroplasma platyhelix PALS-1	AP-DNA-2
0	3	3	21	19	S	324079	Spiroplasma tabanidicola	AP-DNA-2
0	3	3	44	24	S	216946	Spiroplasma turonicum	AP-DNA-2
0	2	2	22	15	S	216934	Spiroplasma corruscae	AP-DNA-2
0	2	2	16	16	S	315358	Spiroplasma eriocheiris	AP-DNA-2
0	2	2	15	15	S	2133	Spiroplasma citri	AP-DNA-2
0	2	0	14	13	S	216933	Spiroplasma chrysopicola	AP-DNA-2
0	2	2	14	13	S1	1276227	Spiroplasma chrysopicola DF-1	AP-DNA-2
0	2	2	20	20	S	216932	Spiroplasma chinense	AP-DNA-2
0	2	0	27	18	S	2145	Spiroplasma taiwanense	AP-DNA-2
0	2	2	27	18	S1	1276220	Spiroplasma taiwanense CT-1	AP-DNA-2
0	1	0	11	11	S	47835	Spiroplasma phoeniceum	AP-DNA-2
0	1	1	11	11	S1	1276259	Spiroplasma phoeniceum P40	AP-DNA-2
0	1	1	8	8	S	2134	Spiroplasma melliferum	AP-DNA-2
0	1	0	11	11	S	2136	Spiroplasma monobiae	AP-DNA-2
0	1	1	11	11	S1	1336748	Spiroplasma monobiae MQ-1	AP-DNA-2
0	1	0	8	8	S	2137	Spiroplasma apis	AP-DNA-2
0	1	1	8	8	S1	1276258	Spiroplasma apis B31	AP-DNA-2
0	1	1	10	9	S	216942	Spiroplasma litorale	AP-DNA-2
0	1	1	21	19	S	216938	Spiroplasma helicoides	AP-DNA-2
0	1	0	18	18	S	216935	Spiroplasma culicicola	AP-DNA-2
0	1	1	18	18	S1	1276246	Spiroplasma culicicola AES-1	AP-DNA-2
0	1	1	11	10	S	216931	Spiroplasma alleghenense	AP-DNA-2
0	12	0	145	123	F	33925	Entomoplasmataceae	AP-DNA-2
0	10	0	120	105	G	46239	Mesoplasma	AP-DNA-2
0	2	2	24	22	S	2151	Mesoplasma florum	AP-DNA-2
0	2	0	13	13	S	138853	Mesoplasma lactucae	AP-DNA-2
0	2	2	13	13	S1	81460	Mesoplasma lactucae ATCC 49193	AP-DNA-2
0	2	2	12	11	S	219745	Mesoplasma tabanidae	AP-DNA-2
0	1	1	25	14	S	2149	Mesoplasma entomophilum	AP-DNA-2
0	1	1	17	17	S	216427	Mesoplasma chauliocola	AP-DNA-2
0	1	1	12	12	S	225999	Mesoplasma syrphidae	AP-DNA-2
0	1	1	6	6	S	324078	Mesoplasma coleopterae	AP-DNA-2
0	2	0	21	14	G	46238	Entomoplasma	AP-DNA-2
0	2	2	14	7	S	81459	Entomoplasma melaleucae	AP-DNA-2
0	1	0	28	23	G	2919614	Williamsoniiplasma	AP-DNA-2
0	1	1	19	15	S	215578	Williamsoniiplasma somnilux	AP-DNA-2
0	35	0	252	230	O	186329	Acholeplasmatales	AP-DNA-2
0	35	0	252	230	F	2146	Acholeplasmataceae	AP-DNA-2
0	19	0	66	56	G	33926	Candidatus Phytoplasma	AP-DNA-2
0	9	0	24	15	G1	85632	16SrXII (Stolbur group)	AP-DNA-2
0	7	0	12	5	S	59748	Candidatus Phytoplasma australiense	AP-DNA-2
0	7	0	12	5	S1	359335	Strawberry lethal yellows phytoplasma (CPA)	AP-DNA-2
0	7	7	12	5	S2	980422	Strawberry lethal yellows phytoplasma (CPA) str. NZSb11	AP-DNA-2
0	2	2	12	10	S	69896	Candidatus Phytoplasma solani	AP-DNA-2
0	6	1	25	24	G1	85620	Candidatus Phytoplasma asteris	AP-DNA-2
0	3	0	9	9	S	229545	Aster yellows witches'-broom phytoplasma	AP-DNA-2
0	3	3	9	9	S1	322098	Aster yellows witches'-broom phytoplasma AYWB	AP-DNA-2
0	1	1	2	2	S	39647	Paulownia witches'-broom phytoplasma	AP-DNA-2
0	1	1	1	1	S	321961	Candidatus Phytoplasma tritici	AP-DNA-2
0	2	0	8	8	G1	85625	16SrV (Elm yellows group)	AP-DNA-2
0	2	2	8	8	S	135727	Candidatus Phytoplasma ziziphi	AP-DNA-2
0	2	0	5	5	G1	85630	16SrX (Apple proliferation group)	AP-DNA-2
0	2	2	5	5	S	37692	Candidatus Phytoplasma mali	AP-DNA-2
0	11	2	90	84	G	2147	Acholeplasma	AP-DNA-2
0	8	8	75	70	S	2148	Acholeplasma laidlawii	AP-DNA-2
0	1	1	12	12	S	264636	Acholeplasma hippikon	AP-DNA-2
0	3	0	24	23	G	2903100	Mariniplasma	AP-DNA-2
0	3	3	24	23	S	2735436	Mariniplasma anaerobium	AP-DNA-2
0	1	0	29	27	G	2903106	Haploplasma	AP-DNA-2
0	1	1	29	27	S	29552	Haploplasma axanthum	AP-DNA-2
0	1	0	21	18	G	2903107	Paracholeplasma	AP-DNA-2
0	1	1	21	18	S	61635	Paracholeplasma brassicae	AP-DNA-2
0	29	0	332	298	O	2790996	Mycoplasmoidales	AP-DNA-2
0	26	0	293	265	F	2895623	Metamycoplasmataceae	AP-DNA-2
0	19	2	230	210	G	2895509	Metamycoplasma	AP-DNA-2
0	9	9	75	75	S	2124	Metamycoplasma salivarium	AP-DNA-2
0	6	6	48	43	S	2098	Metamycoplasma hominis	AP-DNA-2
0	1	1	11	7	S	2111	Metamycoplasma arthritidis	AP-DNA-2
0	1	1	15	14	S	29559	Metamycoplasma hyosynoviae	AP-DNA-2
0	7	1	63	55	G	2995234	Mycoplasmoides	AP-DNA-2
0	4	4	14	12	S	92758	Mycoplasmoides fastidiosum	AP-DNA-2
0	1	1	11	10	S	2097	Mycoplasmoides genitalium	AP-DNA-2
0	1	1	19	19	S	2104	Mycoplasmoides pneumoniae	AP-DNA-2
0	3	0	38	32	F	2790998	Mycoplasmoidaceae	AP-DNA-2
0	3	1	38	32	G	2791001	Malacoplasma	AP-DNA-2
0	1	1	16	15	S	2116	Malacoplasma iowae	AP-DNA-2
0	1	0	22	17	S	28227	Malacoplasma penetrans	AP-DNA-2
0	1	1	22	17	S1	272633	Malacoplasma penetrans HF-2	AP-DNA-2
0	679	13	3642	3280	P	200795	Chloroflexi	AP-DNA-2
0	192	4	944	855	C	189775	Thermomicrobia	AP-DNA-2
0	154	0	763	692	C1	85000	Sphaerobacteridae	AP-DNA-2
0	154	0	763	692	O	85001	Sphaerobacterales	AP-DNA-2
0	154	0	763	692	O1	255728	Sphaerobacterineae	AP-DNA-2
0	154	0	763	692	F	85002	Sphaerobacteraceae	AP-DNA-2
0	154	0	763	692	G	2056	Sphaerobacter	AP-DNA-2
0	154	0	763	692	S	2057	Sphaerobacter thermophilus	AP-DNA-2
